"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15578","candidateMCQScreeningTest","All Test Suite","Sun Jan 04 07:19:24 UTC 2026","passed","Sun Jan 04 07:19:40 UTC 2026","testScripts.CandidateScreeningTest","/Users/umakantsahani/Downloads/NOV25_HIRECORRECTO_API","testScripts.CandidateScreeningTest","candidateMCQScreeningTest"
