"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15141","candidateMCQScreeningTest","All Test Suite","Sun Jan 04 07:22:55 UTC 2026","passed","Sun Jan 04 07:23:10 UTC 2026","testScripts.CandidateScreeningTest","/Users/umakantsahani/Downloads/NOV25_HIRECORRECTO_API","testScripts.CandidateScreeningTest","candidateMCQScreeningTest"
